ID,VideoType,Text,Likes 
123,official,"Why lately then you do a Cover...song don't finish,it extends and off course you must to do extension or make song shorter...look if I do outro...I want that my song finish not to goes for a fifth or sixth chorus...Fix that...",0
124,official,"Hey suno add feature in suno studio that we could record our song(as singer) and suno will add music to that's only and add reverb and delay with control given, because I am lyricist,composer and singer all then please make more better daw for us",0
125,official,"This is the most frustrating software I have ever used. It is fantastic technology that is not mature enough and has been released too early. You can not replace just one word in a song, you have to replace the whole verse. So I did that and got many versions that did not suit. ALL costing credits. Around my eighth try, I was somewhat successful in getting something that matched quite well, but alas it cut the last line of the verse off making it useless, but it did process all lyrics, as it did display them in the displayed lyrics section. HOW DO YOU FIX THIS? Without trying 8 more times and wasting 8 more credits?",1
126,official,"I made 1500 songs in 3 days using my own lyrics....but I ended up feeling very empty and sad, like I was wasting my time and should be making actual art. This advertisement is DYSTOPIAN AF.",0
127,tutorial,We need to have voice training models which allow us to train our own vocals and use them in our music,10
128,tutorial,we need to be able to use two three or four personas on the same track.,10
129,tutorial,When I try to do full length cover songs that are fully recorded and produced songs it completely ignores the audio reference after the second chorus. Often I want to do something progressive that has a second half that doesn’t repeat the hooks and riffs from the first half of the song. It wants to add in generic pop music bridges. The only way to even get close is to upload the second section as if it were a song of its own and then try to mix them together. But they end up having different production characteristics and it doesn’t sound like a cohesive song.,2
130,tutorial,How can I create a persona using my own voice?,1
131,tutorial,"Great video in my opinion we, users need more of them Thank you so much",1
132,tutorial,"I have a couple of questions for you guys: Is it possible to expand the 'Style' field, say up to 3000/or ... characters? I don't see the point of such a tight limit. If someone wants it short, that’s fine, but give those who want to experiment with prompts the freedom to do so. Also, one more request: when using the stem separation feature in the PRO version, there are noticeable 'sound losses'. Could you add a 'trash track' to the export that catches all the artifacts and bits that didn't make it into the main stems? Right now, when I bring these stems into my DAW, I notice that some sounds are just gone. Replacing a kick is easy, but missing synth notes are a nightmare to fix. I really hope you hear me this time. Good luck!",1
133,tutorial,Add a feature that lets you mix your raw vocals with various vocal mix styles. Thanks,1
134,tutorial,Awesome. Could you do a few example videos with various time signatures and then use the time stretching / warping to work it out. Thanks.,0
135,tutorial,"The ""replace"" function still gives instrumentation with the vocals and they're not always contextual.",0
136,tutorial,"We want email sign-ups to login to our accounts, not just SSOs.",0
137,tutorial,"How about stop with new features and fix the ones you already have. The editors, both legacy and new beta are both complete buggy trash and almost unusable. I really enjoy making music with Suno, but if I have something I want to edit, chances are I can't because the editors are so buggy. Please do some work on them.",5
138,tutorial,Super,
139,tutorial,loops pls,
140,tutorial,Hello Suno team. I hope you're all doing well. Can you please change your youtube home page so that your most recent video is on the very top? Thank you.,0
141,tutorial,STEMS SHOULD BE VERY CLEAN LIKE A STUDIO RENDERED WITHOUT ANY BLEED charge us more credits but we need super clean stems and separete stems for guitar leans and rhythm guitars and not the stem stem holding guitars togather - if u could achive this that relly the next big upgrade -,0
142,tutorial,I would like to see AI music get copyrighted. Someone writes a book did they make the book someone takes a picture. Did they make the Camera? I think if we treat AI as something new instead of comparing it to copyright from the past it can be granted copyright. Why not allow people to create something with AI and get a copyrighted they are a part of the process.,0
143,tutorial,Give us a studio light version so we don't have to open up a daw or computer to do some of these cool features. Our phones are powerful enough. We should be able to do a lot of this with our phones,0
144,tutorial,Subscription is so expensive how dare you ask $30 per month and you know that Logic Pro X and Study one. Don't ask that.,0
145,tutorial,AI can’t keep time. And you think a good work flow is having to fix it?,0
146,tutorial,Make Suno Studio and suno features free . We want to use suno free,0
147,tutorial,"adding the time warping absolutely screwed up adding tracks over songs. I used to be able to add a violin layer over a whole song and it would be perfect. Now doing the same process, the violin will be completely offbeat",0
148,tutorial,"The new features are really great. But please focus on optimising the stem quality. - The stems created often have a metallic sound, harsh artefacts or lose quality after a few seconds. - With the cover function for creating new stems, we get other instruments even though we only want a specific instrument – even if we explicitly specify this in the style field. - You have a useful ‘eliminate FX’ function – why not also have an ‘eliminate artefacts’ function? That would be extremely helpful. Suno, please stay on the ball – the most important criterion for choosing a GAW is and remains the quality of the generated stems – even before all the nice extra features.",16
149,tutorial,I need multiple time signatures on one track. Hope Suno will support it one day.,7
150,tutorial,"I just uploaded a hum, the way suno replicated made me literally dance to it, I am speechless, May God be with you, you guys are absolutely amazing.",0
151,tutorial,"ATTENTION!!!? Does Suno keep my demo composition and melody confidential, not sharing it with anyone? Or does it take that melody and offer it to someone else when they click on the AI music creation button? Because I came up with that melody, and I want to sell it to a singer, but I'm afraid that if I sing it there, it will give that melody to someone else, and I will lose the song that I created myself?? P/s: Actually, there are many people who have the same question as I do, and we really want an official response from Suno on this... issue??",2
152,tutorial,Great job team SUNO. I was called out by one of my musicians for mumbling about the little extra work to do in Studio  ... when we had nothing of the sort just a year ago. Keep up the great work! Little by little we're getting far ahead!,1
153,tutorial,Drummer here...the polyrhythm fan in me think the way you had it first was fine LOL,0
154,tutorial,"Time signature is good addition to Suno Studio  I have some queries : a) When Suno will deliver good quality STEREO MIX and STEREO STEMS ? b) In Suno Studio, how can we replace one vocal track with another generated vocal track delivering the same tune without changing it?",1
155,tutorial,"First, thanks for doubling back with the more specific explanation. So this functions primarily as a representation adjustment (allowing a 3/4 piece to be displayed correctly instead of forced into 4/4). That’s helpful for notation and more easily editing/production, but it ignores the compositional aspects. A suggestion/request/plea? Meter is so foundational and can so extend the expressive range (composers, performers, etc...) it would be a total game changer if time signature could become a compositional parameter rather than just a display parameter. Meter is foundational, not just visually, but structurally. So, what would be extraordinary is if users could: Define meter as part of the structural DNA of the piece; Insert alternating bars (e.g., 3/4, 3/4, 3/4, 11/8, 7/8); Build sections in different meters (Verse in 7/8, Chorus in 4/4); Layer parts in contrasting meters (polymeter) This would move Suno beyond a 4/4 pop sensibility and into a much broader compositional landscape. There are iconic examples that show how powerful this is: Mission: Impossible Theme (Lalo Schifrin) – 5/4 The Rite of Spring (Stravinsky) Take Five (Brubeck) – 5/4 Money (pink floyd) – 7/4 verses Black Dog (Led Zeppelin) – shifting meter Here Comes the Sun (Beatles) – alternating bars of 11/8, 4/4, 7/8 A million different jazz/fusion tunes A ton of Indian classical music and konnakol tradition explores rhythmic cycles far beyond 4/4. Even allowing structured compound meters (6/8 vs 3/4 distinction) would dramatically expand expressive range.I recognize that most folks operate in 4/4 and some 3/4, and that’s commercially logical. But enabling meter as a creative control would open Suno to composers, jazz musicians, film scorers, and rhythmically adventurous artists in a way no AI systems currently do. For those of us who think rhythmically, it would be transformative.Thanks for considering!",0
156,tutorial,Fantastic. It would be good if you could go over the looping. It's not obvious how to get a loop track to work right. I often find it's not looping smooth by me by cut and pasting but subltly seemed to just get it to loop properly and i'm not sure how that works.,0
157,tutorial,Que Suno nous dise officiellement si on va pas perdre nos compositions en le travaillant sur cette application. Moi-même J'ai maintenant peur de perdre des chansons qui m'ont pris des années à les composer. On veut tous savoir si on peut leur faire,0
158,tutorial,When will the new version be released,0
159,tutorial,Many thanks for your work. It would be more useful if Suno had a better grasp time signatures in the original prompt. Maybe one day.,0
160,tutorial,Hi. We News more vocal ! When is Suno doing a vocal station?,0
161,tutorial,"Will we be able to replace vocals with our own voices before summer arrives? I’ve already produced an entire album, and I believe most enthusiasts share this urgent n",5
162,tutorial,Did SUNO support multi time signature?,0
163,tutorial,I LOVE YOU SUNO!!!!,0
164,tutorial,Plz improve suno email support,0
165,tutorial,"Well that's kinda disappointing. To me, you introduce time signatures in studio, I expect when I generate audio in that project, it generates with that time signature. That does not happen",1
166,tutorial,ad mod original WAV TRACK no fx !!!!!!!!!!!!!!!! / EXPORT,1
167,tutorial,"Hey, that background music sounds like the music I'm making. You listening in? :)",0
168,tutorial,"Suno, since version 5—especially with the cover feature—your audio quality has seriously declined. The highs, particularly around 8 kHz, turn into piercing whistles that are unbearable on both acoustic and electric guitars. It’s harsh, artificial, and nowhere near the depth or realism of a real instrument.",0
169,tutorial,cringe slop noise pollution,0
170,tutorial,"One thing I've noticed about Suno is that, if you generate a rock song with 3rd verse. The last verse will nearly always be an anticlimax. The vast majority of my songs are created by recording my version at home. Uploading it to Suno, and making a cover. Even if I set the audio influence to 100% and the 3 verse isn't quiet. Suno will generate a quiet section about 90% of the time. They all end up the same. Unless I remix them myself.",8
171,tutorial,"Thanks for the video. I’m stuck in Studio: whenever I add or select a track, the action button turns into Cover instead of Replace. Is there a setting or workflow step I’m missing?",1
172,tutorial,I want to express my deepest gratitude for the valuable lesson you provided. <3,5
173,tutorial,Very professional without a single extra word. Looks like I will have to upgrade to Suno Studio. I use Logic pro but Suno has improved itself drastically. Looks like all the professional writers in Nashville and elsewhere are saving money and time using Suno to generate Demos. Thank you for your work.,0
174,tutorial,Great tutorial. I work with Jazz and big band and am just getting into using Studio.,0
175,tutorial,Thank you! Very high quality tutorial - kudos!,0
176,tutorial,"Nice walkthrough of a really practical approach to the tools. Brought me up to speed quickly. I agree that your AI voice choice could be a bit friendlier, but great content!",1
177,tutorial,Thanks awesome I'm new to this I wish I can do it from the beginning. Is there someone who can guide me from using Suno Thanks.,0
178,tutorial,"plzzz help, honestly, I just need to make an instrument with Suno, if I do it like you in Suno studio, and use it in Bandlab with my vocals, can I now call it my original song and have the rights secured?",1
179,tutorial,now you can directly opt for cover on stems,0
180,tutorial,"Nice tutorial, learning day by day... and... Don't forget to activate your Windows license :-)",0
181,tutorial,"Once you get the song where you want it, how do you save it? I didn't see you do that.",0
182,tutorial,Please upload auto dubbed videos with malayalam,0
183,tutorial,"I must have missed something or maybe it's built into Suno Studio. How did you create a MIDI track out of the guitar wave track, that comes out of Suno. Then you triggered a Addictive Keys piano. Same for the drums and other wave tracks imported into Suno Studio ?",0
184,tutorial,Me gustaria escuchar el video también es Español,0
185,tutorial,"Is there a trick to get both a vocal and an instrumental version of the same track? I’m looking to use the AI vocals as a guide for my own singing, but I need the clean backing track to record over. Any help would be appreciated!""",0
186,tutorial,I was interested in hearing what you have to say until you started playing C rap.,0
187,policy,"i keep everything private on suno. i dont publish, i dont allow remixing. i dont care if someone can make smiliar lyrics like mine. in the real world anyone can do the same. if i publish something on spotify i record my song analog after mastering in ableton before i upload it so no digital watermarks of any kind in my musik",190
188,policy,The true power of music AI is to upload your own ideas and improve on it based in the output,163
189,policy,"CLARIFICATIONS #1 - Suno at no point holds Copyright on Anything. The portions You produce (lyrics you write, directions for tone/etc) are Your copyrighted material. And the AI-Generated portions are not allowed any legal form of copyright. If you give your lyrics and allow Suno to produce the music and sing it, You still own the copyright to your Song, but you do not have a copyright on this particular performance of it. (and if your song was used to make it illegally, the person who did can be in big trouble) If you direct Suno in significant form, beyond just the lyrics - staging the voice, intonation, inflections for specific lyrics, Key and shifts, tempo, ... the whole thing. You can argue in court that the work bears Significant Human Work, and in some cases obtain copyright over it. --- That said #2 - You entered a Contract with Suno when you made your account that set the limits on how you would use the resulting materials. Use of them in ways prohibited in that contract open you to lawsuit by Suno, not for copyright violation, but for contractual violation that can include the perceived dollar value of the produced song(s)... and/or their contribution of value to whatever they're used in/for. So they could sue against ad revenue for videos using the songs against the contract's rules, as example. ... That said, Even Free users are allowed to post videos for non-commercial use, such as a simple YT video of say, themselves dancing. And nothing prohibits someone Else from taking that video, and the music on it, to commercial purpose.",52
190,policy,I always use my own music as a base for everything I need to pump up.,58
191,policy,"""The executives are only interested in their money, nothing else. This isn't about rights or copyrights; it is simply about cash so the music industry can continue making profits. Now that there is an AI tool that enables anyone to produce great music, it's all about money, money, money and nothing else.""",21
192,policy,What if I just gave it my prompt? Can I still publish the song on YouTube?,0
193,policy,If you write your own lyrics it changes everything,4
194,policy,I raised the issue of losing your rights if your plan expires with Suno support recently. They assured that once given rights cannot be taken back,2
195,policy,You almost sacred me with protecting the lyrics which is what I want to really protect.,4
196,policy,The only purpose for this tool as a musician is to get ideas or see what else you could improve it with but first register it and make suno completely private.,19
197,policy,NO PROBLEM! I REGISTERED EVERYTHING WITH THE ITALIAN AUTHORS AND PUBLISHERS' SOCIETY!,3
198,policy,"You explained everything almost perfectly. I'm a free user, just exploring. I plan to go further in learning suno. Listening to your explanation, I'll take a breath first. Thank you for sharing.",3
199,policy,Thank you for the update and making things clear for people exploring the creative frontier with AI. I'm not one for reading fine print and contracts and so on so I appreciate you doing that for me.,9
200,policy,"Even professional musicians use 3rd party samples and loops in their music. Then when their music is copyrighted those same copyright free loops stop being free to publish in your music even if you bought them and have the license to prove it. If you purchase a batch of samples or loops to use in your original music and if another artist uses it and copyrights it first, then your copyright cannot be honored. That happen to me several years ago, multiple times, with my original music being flagged with copyright strikes. YouTube tells you exactly when and where the strikes occur and gives you the choice of editing the section out or a written protest and declaration of originality. It took several weeks, but I had all of my copyright strikes removed because I showed YT my licenses to use the loop as I please.",14
201,policy,I have 1 song flagged by YT for having 45 secs of someone else's music and it was all made by Suno. Was a dance track in hardstyle.,4
202,policy,"I switched to ACE Step 1.5. less efficient than Suno, but I'm free to do what I want.",1
203,policy,"I use Suno really as a building block for vocals that fit my style, Once im happy with the vocal arrangement and created lyrics in suno, I than export only the vocal stem as a guide into my DAW and reconstruct an entire track from the ground up, and than send my demo track with the Ai vocal guide to a session singer to be re-recorded..",3
204,policy,If you are importing your own finished songs and just using Suno for mixing then it’s still your intellectual property. You can then take the song out of Suno and then do the final mixes and mastering in your own daw. This is best because Suno tends to have to much high end on the mixes.,1
205,policy,"Here's a thought. I use very personal content to generate lyrics, work on these myself and then pass them through Chat gpt to improve cadence and beat. Surely this proves that my lyrics existed before I put them into Suno? Chat gpt erases nothing, keeps a date and time stamped record! Surely do not need to register them anywhere first - and also please note that PRS in the UK requires you to show where you have published your song before you can register your lyrics with them.",13
206,policy,"At this point I choose to use suno strictly private and for pre-production only. As a songwriter only as a guide. I never use AI lyrics ever, musically only for representation to be analyzed and changed.",1
207,policy,"I've created 2 youtube channels in October with 2 different genres of music, i work with other ai tools to co-create a theme and style for songs and use suno to finalize the sound adding my own prompts for style and even changing it if i don't like the way it sounds. y creations were mainly for personal use but i have gained a few followers and i am glad to continue sharing if others enjoy it. for me music isnt just about being the most famous person its about how you feel while listening to music, how you connect to the lyrics and a story that might be in your mind or being created whie you listen.",12
208,policy,"In the past, there were already many creators or composers who liked to copy songs even though there was no computer technology. They would take the format or style of a particular verse, or steal a bit of melody and reinterpret it in other words so that it became a song they claimed as their own creation. So no worries, this has been happening since long ago.",2
209,policy,"2 things. 1: I keep seeing people talk about watermarks, ai music detectors look for far more than “watermarks.” They look for generative artifacts that come from ai generation, unnaturally perfect timing and like 15 other things I can’t remember at the moment. If you want to see if your music is detectable as ai, upload it to Deezer. They’re leading the industry with this technology. Your music will be flagged for the public to see if it’s ai generated. 2: Suno can’t guarantee copyright because ai music can’t be copyrighted by law unless it has sufficient human involvement. Which basically means most of the music has to be created by a human.",1
210,policy,"Which is why dialing in the output by maximizing input is so important in talking Upload your own Melody's, use Meta tags, dial in your style prompts on to the exact sub genre and like aesthetic BPM and everything, and write your own lyrics, the more detail you give it about your vision, the more accurate to what you wanted to make in, the less likely it is to create something that is kind of like excuse from a song it was trained on etc. Glazing input guarantees maximizesn quality of output that's just common sense",1
211,policy,There must be some tricks like taking all the final stems of your song and use an open source AI to recreate them faithfully to the ones you choose. That process must clean the supposed acoustic not perceptible watermark they put on each output. Then you take those clean tracks to mix them and master them as usual.,3
212,policy,Yeah... This is only really a concern for people who aren't creative.,2
213,policy,Great video! All new songs were published on Suno... NO MORE! Going private immediatly.,4
214,policy,Hi good morning. I just want to enquire before when I upload any song on suno even it's a bad quality suno will give me a good result with clear sounds and new mix and instruments it was following the prompt I have given but now it's not giving me the same I use to get before as I am remaking old songs . Now it's just giving me same style which is uploaded with the same instruments. .kindly let me now how I can do it to make it clear sounds with the new style and new mix . Thanks,2
215,policy,I’m on a pro plan and only write my own lyrics. I want to put together a portfolio of different genres that will hopefully catch the eye of real artists. Really hope my lyrics are actually protected smh,23
216,policy,We are a dog charity. We write song lyrics to raise money for dog rescue. A third party said he could produce music for our lyrics using AI that we can use commercially. He used SUNO. We have some tracks that we are happy to release but now very concerned about what happens with our lyrics in terms of being ripped off and used in other AI generated content and what risks there are if our songs become popular.,2
217,policy,Make your Suno profile private - learned that real quick,4
218,policy,AI is a wonderful tool. But. I don’t trust any corporation. They will enslave you sooner or later — it’s just business and nothing personal. I won’t show my lyrics or music to these corporations.,6
219,policy,"Every song that generates with suno, It's just for practice and inspiration.. I always input my own lyrics.. If you are thinking of owning a song that you generated with suno, it's not advisable at all even if you are using a premium plan, including your own lyrics. I read its terms and conditions very well and no one is allow to have right to any song that they generated with suno, It doesn't matter you payment plan",1
220,policy,Good Advice. I was shocked to hear an almost identical version of one of my unreleased Suno tracks played back to me this morning on youtube. The first time it happened I thought it was a coincidence. I was in the middle of creating an album. I'm now looking at an an alternative site to create my tracks.,3
221,policy,"I write my own lyrics using ChatGPT and compose the sound through detailed prompts, shaping the music exactly as I envision it. I never attempt to copy or imitate any specific artist. I use a paid plan and take care to define the vocal tone and style independently. All of my songs are kept private and are never published in the Suno community. These tracks are created strictly for demo purposes—to showcase what I can produce for potential collaborators, such as producers in need of original songs or scores for video projects—or for my own personal creative work. If I ever monetize them I will have my own website to stream or sell them legally.",3
222,policy,Lo que me interesa saber es; si yo dejo de pagar la subcrision ya se pierde mi veneficio comercial,1
223,policy,"As long as I can publish it on YouTube and monetize it, that’s enough for me. For music professionals, Suno could be used to create demos—serving as a reference for building a finished product.",2
224,policy,"I am on a pro plan and planning to release my unreleased songs just because I didn't have the resources to book a fancy studio. Also, it's extremely hard to explain the vision of the song to a producer. Now I can craft the song after recording and uploading a demo/scratch and Suno helps me to find the right sound and vibe for the song. Although, sometimes the vocal delivery and instrumental do glitch but it's a great tool to bring your ideas to life.",5
225,policy,"Originality is Key: Even if you have a Pro plan, you only ""own"" the song if the input (the lyrics) is yours. • The Risk: If you ask the AI to write a song using lyrics from a famous artist (e.g., Taylor Swift or Drake), you do not own that song. If you try to put that on Spotify, the original artist’s label can sue you, and platforms like YouTube or Spotify might ban your account permanently.",1
226,policy,"Best thing for everyone to do is write your own songs. They have no control over your own creative ideas. Their platform is a tool. that gives you sound for music, much like Photoshop that is a tool that gives you brushes for art. In the US, you own your creativity. You can sell it, because it's yours. Suno or any other AI company can't stop you from doing so, for they would be breaking US law. Remember, AI is a tool. So if their terms are saying you can't, then they are breaking the law, there's no way around it. I find it to be a ploy to force you to pay for their services. They only have the right to charge you to use their tool, that's it, point blank.",5
227,policy,"Eu uso o SUNO pro,só pra gerar harmonia e voz , as letras são de minha autoria e cadastrando tudo numa agência.",2
228,policy,"I have never used one letter from SUNO I write all my lyrics my self ,, and %90 of all my melodies are mine not suno melodies ,,,,,and I am a singer and musician every song I have did in SUNO I can play and I can sing ,,,,on real instruments",4
229,policy,i’m thinking of using Suno premier,1
230,policy,This is making ppl selfish and paranoid the opposite of what creating music is supposed to do,4
231,policy,"Thank you for the video. I'm a lyrices writer and use Suno as a virtual band, just to check how the sounds like and how the words falls together with it. I don't have any intention to mention it through Spotify, Youtube or whatever. After creations i use it as a demo, in hope that a real band can play it. If so, the sound and intruments will build from ground up.",2
232,policy,"This is going to be a legal mess. What if Suno did not compose or create the music, but just enhanced the music that you created?? Is that then a ""derivitive work"" of your work and not subjected to copyright?? With all of the recent years court cases over the similarity of ""riffs"" and the rulings about those. There are only so many notes in the music scale, and there are a finite number of ways to combine and compose those notes, there is eventually going to be segments of music that are an exact match, BUT ARE NOT COPIED. But how do you prove it is NOT COPIED and technically COPYRIGHT?? This is a lot like telling ""Atom A"" that you copied the exact pattern of ""Atom B""!!!",1
233,policy,"There's an open source AI music generator called Ace Step. its no where near the quality of Suno, but it has huge potential and I can see it being an alternative to Suno in a few years. You own everything you create, completely un censored and can run on your own PC. Be interesting to see how Suno reacts when locally ran audio gens can output quality that is as good as Suno.",3
234,policy,I have created a channel with over 100 songs using Suno and I love it. I create mostly rock/ rap rock music. Its alot of fun.,6
235,policy,"I released my suno music last month. I did master all of the songs before I released. I think it made it sound less ""suno created"" than without the master. Shot a video to one song that we are editing about people who battle depression. But I made most of it when it was 4.5. To me, the music came out better than 5. It just sounds more richer in 5.",3
236,policy,"So big question: you a PRO/Premiere subscription active, generated a bunch of music, published. Now, as you stop paying for the subscription do you still have all the rights to the music that you have generated while you were paying for the PRO/Premiere subscription?",1
237,policy,I'm a AI artist I don't use sumo but soon as I make any song I downloaded it and delete it straight out they don't even stay on there for a day. So soon as it's generated I deleted it always do that so no one can copy my music I've never liked keeping them on their,1
238,policy,"I write my own lyrics on Google doc and paste the exact prompt i created the song. I never allow the remix option, i post all my songs on instagram, soundcloud and youtube. And everything I do with a free plan. But my biggest fear is, I've created some masterpieces in this process and I don't want to lose them.",1
239,policy,I write my lyrics but use AI and upload here to YouTube. I do a lot of work for the sound and structure of each song though,1
240,policy,"I own publishing for my songs, and I use my demos to . so its my melody",1
241,policy,"A family friend, which is a publisher in Nashville, has expressed concern of those using AI for their demos and the industry seems to think AI owns the Lyrics that were written by humans, I've tried to tell them that's not true, in every research I've done I've found the same thing, as soon as I put them to text (I don't write mine in Suno I write them up in Word, and save as PDF, then copy and paste into Suno), but as soon as I type them and store them I have dates/time stamps showing creation, they are mine not sunos period. and I do submit them for copyright as well... Thanks for confirming in this video what I found in my research as well.",1
242,policy,"Nice info... at least with suno, i can fulfill my dream to make my own music with my own lyric and style since 2008 without depending on other member,",2
243,policy,I'm on free and I am using suno for professional releases and I am using my own lyrics . How can I subscribe oficaily from remote africa were we do not have credit cards,1
244,policy,I have pro but plan to record professional tracks of these song I’ve not released anything thro Suno only created demos to later mix over in my computer to keep for me not the world yet,1
245,review,"This is the kind of video that separates people who really use Suno from those who just experiment. Simple hacks, but they make a massive difference in the final result. Top-tier content",54
246,review,The male and female duets. Suno always gets confused which part is for which,19
247,review,"Another tip I have found is if you find a track you really like (especially true for covers of prior work), you can use the editor to replace the verse or chorus until you get a better pronunciation. This can also be used just to change up the phrasing on a verse or chorus for more interest. This leads to sonic fidelity issues, like dropping from wide to narrow fields but that's ok, because save your corrected version out and then run a cover of it and this will smooth over the seams so it sounds like a more cohesive song. Yes, the cover won't be exactly like the original, but you can make it closer by turning up the adherence to source higher, but it definitely removes the seams created from using the editor.",14
248,review,Very helpful. Thanks.,1
249,review,"Another great tip to later customize: Use an LLM like ChatGPT or Claude with the initial prompt: ""Create the perfect Suno ≤1000 character prompt for the following idea"" And then write your idea. And customize the Lyrics with the tips is this video. I actually found some nice things I have yet to try out.",5
250,review,"i was learning by just messaging around and the brackets are the strongest tool, i didnt see this video and have used [scream ] , goosebumps.",1
251,review,My main goal is writing a song recording it and entering into suno add producing backing track with a hole for my own voice at a door later,1
252,review,Thanks  I made 10 Hindi Rap Songs without knowing about these tricks. NOW i know how to make them Hit,5
253,review,I've made some songs in 4 imaginary languages made by 4 different chat bots... Plus Klingon.  So cool,1
254,review,"The challenge as of v5 is getting SUNO not to scream in choruses. I am finding that brackets are making outputs worse, not better.",2
255,review,"I struggled over and over to get the duet right, also harmony. I took me a month of daily attempts, to finally get 1 output that was quite honestly - perfect. I googled so many suggestions and joined so many YT channels. I'll try your suggestion next time. Thank you!! I subscribed.",5
256,review,You need to make a video for each one and explain while you creating a song or two to show the different use in genre,1
257,review,"Sometimes the suno a I does great with the prompts in brackets, and sometimes it doesn't do them at all.",1
258,review,I just tried the duets and it does whatever the fuck it wants,1
259,review,Dude your video helped make the suno experience so much better! Thanks!!,1
260,review,"Very well explained. I have also tested many combinations already – with square brackets, with round brackets, in the style options, in the lyrics, or in both. I have found for myself that, in general, you shouldn't overdo it at the beginning and it's better to build a song gradually. So it's better to start smart and, once the basic structure is good, refine it with a cover in the next steps. In any case, there were many useful tips for me that I will try out right away. Thank you very much!",3
261,review,I've done songs in Navi. The language from Avatar.,1
262,review,All this works about one out of 10 times correctly.,1
263,review,"is there a written guide for these hacks? this is amazing, i've has some luck with prompting and own lyrics, but this is the controll that i was missing (tried other ways with brackets ect, but never got the result)",1
264,review,"I wish I could give this video 2 likes. Really great training on the use of tags, but also advice on how to use the tags in a song to make it interesting. Production tips and Suno control!",2
265,review,How to finish a Song with a good prompt with outro? It often cut or extend me the Song for 2/3 minutes when the Song seems at the end,3
266,review,Good tips and ideas. You have given me some inspiration.,2
267,review,"Thanks for the hacks. I'm going to try them now! But my holy grail would be to get separate vocal stems from multiple singers singing harmony, to use for lip sync on my videos. Right now I can get a vocal and backing vocal track. But that's just two voices through stem separation. In my dream world, Suno would create the voices already separated under the covers, and provide original vocals, not separated by stem technology after the fact.",1
268,review,"What a great collection of tips, thank you!",2
269,review,Thank you for the Duet hack because Suno is frying my brain over here. I've tried several methods and it gets it almost 90% right. Sometimes causing my male vocals to sing rainbow ppl anthems,4
270,review,"This is better than expected, I always start an idea as a simple folk song, then build from there",1
271,review,"im already using ad-libs, Build, Drop, and spoken words... long before i see this video.. but the other hacks, are new to me.. thanks anyway for telling it",1
272,review,Great info-thanks! I just wish SUNO would add a Voice Clone feature enabling us to generate songs with our own voice.... I subscribed and plan to try some of the prompts in my next song :),2
273,review,This is amazing! Does anyone have the full list of the Suno square brackets commands?,8
274,review,"My biggest concern is with getting the feel and cadence right on my uploaded songs. Trying to get everything in “order” is a challenge. The “Pro” editing tools are archaic. And upgrading to Studio, from what I’ve heard isn’t powerful enough to do the necessary “fixes”. Also, the quality of the sound isn’t as good as other AI music sites I’ve used. It’s just not “intuitive enough” for a producer with strict criteria. Seems like a roll of the dice, then get as close as you can with Suno models…then edit in another app. For people wanting input and ideas it’s great. But if YOU have an idea? Good luck!",1
275,review,"No, everyone isn’t deleting Suno",205
276,review,I did some research and found that it is not completely free. The paid price is also much more expensive than suno. So it cannot compete with suno at the moment.,119
277,review,"No, I'm never leaving Suno, at least not from now on.",20
278,review,Suno has many advanced features that i haven't seen on your video,42
279,review,I can now study using songs change my notes in to songs  But I love suno,11
280,review,"But let's all be honest, this Tunee ai is kinda cool also",11
281,review,Tried your app and I have to say that I am not going to delete Suno yet.,4
282,review,So that's what Suno looks like when you don't pay for it interesting to see the other side,3
283,review,Suno still better in terms of audio quality and smart melody arrangement.,23
284,review,Thank you so much! Your video was incredibly helpful to me. I look forward to learning new things from you in the future.,1
285,review,"Suno ai music, unable memory low show fix problem !  Please help me",0
286,review,Tunee ai free tier doesn't allow full songs to be generated anymore. It only gives 4 second previews of the tracks you try to make and then demands a paid upgrade. I am just informing everyone so they won't be disappointed when they try to test it. So no full tracks anymore unless you pay for it.,2
287,review,"When Tunee got released it was a banger but then the company got soo greedy that now u get 30 credits daily and you wanna know how much that is? When Tunee talks 1 time it costs 2 credits,When tunee starts doing the musical generation it takes 10 credits , When tunee adds your reference track (if u had) it takes 5 credits then when it writes the lyrics it takes another 3 credits and you are left with 10 credits, but when Tunee actually starts making the song it will say insufficient amount of credits as it needs more than 10 credits to make a song, the crazy part is Tunee never loads your reference track these days it will just be stuck there, even if Tunee is just putting the reference track which costs 5 credits , if it gets stuck Tunee will be taking even more credits , At last u never make even a single song, you wait for the next day and again the same problem , The company is forcing you to buy there plans :(",13
288,review,"Nice, I""ve been a SUNO fan for a sometime now, but I want to try these as well. Teach me how",1
289,review,I LOVE SUNO. Just started a month ago and I'm addicted to it. I think it is better than any other Ai Generated music. I make my own lyrics and it did a great job. !!!,3
290,review,I uploaded a song to convert to funk then the audio it's created is not the song I uploaded.,0
291,review,"Sigh... Tunee uses Suno to produce its music. It's a shiny new front end, with some new bells and whistles tacked on, but their own FAQ says they call Suno's API.",14
